ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
VA30,small_airport,Berryvale Airport,470.0,,US,US-VA,Culpeper,VA30,,VA30,"38.526798248291016, -77.9563980102539"
VA31,small_airport,Apple Grove Airport,15.0,,US,US-VA,Kilmarnock,VA31,,VA31,"37.76259994506836, -76.34629821777344"
VA32,small_airport,Longs Airport,870.0,,US,US-VA,Edinburg,VA32,,VA32,"38.804298400878906, -78.5719985961914"
VA33,closed,Beaver Dam Airpark,100.0,,US,US-VA,Surry,,,,"37.0443, -76.768204"
VA34,small_airport,Big Buffalo Airstrip,510.0,,US,US-VA,Farmville,VA34,,VA34,"37.288219, -78.453404"
VA35,heliport,Fort Lee Nr 1 /Hqs/ Heliport,100.0,,US,US-VA,Fort Lee,VA35,,VA35,"37.241798400899995, -77.3430023193"
VA36,closed,F. U. M. A. Airport,400.0,,US,US-VA,Fork Union,,,,"37.744598, -78.270302"
VA37,heliport,Heth Army Heliport,220.0,,US,US-VA,Fort A. P. Hill,VA37,,VA37,"38.15010070800781, -77.36640167236328"
VA39,heliport,Fort Lee AHP 3(Qrtmst Cen) Heliport,100.0,,US,US-VA,Fort Lee,VA39,,VA39,"37.25019836, -77.33300018"
VA40,heliport,Virginia International Raceway Heliport,385.0,,US,US-VA,Danville,VA40,,VA40,"36.565541, -79.206797"
VA41,small_airport,High Hopes Airport,9.0,,US,US-VA,Withams,VA41,,VA41,"37.934600830078125, -75.60990142822266"
VA42,small_airport,Dogwood Airpark,180.0,,US,US-VA,Fredericksburg,VA42,,VA42,"38.358972, -77.452744"
VA43,closed,Balcony Downs Airstrip,820.0,,US,US-VA,Buena Vista,,,,"37.646658, -79.42517"
VA44,small_airport,Rose Retreat Farm Airport,250.0,,US,US-VA,Goochland,VA44,,VA44,"37.716800689697266, -77.88390350341797"
VA45,small_airport,Lous Airport,480.0,,US,US-VA,Gordonsville,VA45,,VA45,"38.127899169921875, -78.1635971069336"
VA46,small_airport,Timber Ridge Airpark,1024.0,,US,US-VA,Gore,VA46,,VA46,"39.2962, -78.362198"
VA48,seaplane_base,Lockerman Seaplane Base,795.0,,US,US-VA,Gretna,VA48,,VA48,"37.03820037841797, -79.59609985351562"
VA49,closed,Robertson Airport,193.0,,US,US-VA,Hanover,,,,"37.705399, -77.372498"
VA50,small_airport,Woods Farm Airstrip,57.0,,US,US-VA,Hanover,VA50,,VA50,"37.7150993347168, -77.30249786376953"
VA52,small_airport,Frank Field,1650.0,,US,US-VA,Harrisonburg,VA52,,VA52,"38.4851, -78.945297"
VA54,heliport,Crippen's Heliport,350.0,,US,US-VA,Reston,VA54,,VA54,"38.976200103759766, -77.32669830322266"
VA55,heliport,Summit Heliport,1280.0,,US,US-VA,Roanoke,VA55,,VA55,"37.364898681640625, -79.90059661865234"
VA56,small_airport,Wells Airport,88.0,,US,US-VA,Ivor,VA56,,VA56,"37.003501892089844, -76.82749938964844"
VA57,small_airport,Powhatan Airport,60.0,,US,US-VA,King George,VA57,,VA57,"38.24850082397461, -77.21910095214844"
VA58,small_airport,River Bend Airport,606.0,,US,US-VA,Maurertown,VA58,,VA58,"38.90610122680664, -78.44439697265625"
VA59,closed,Weatherly & Son Airport,10.0,,US,US-VA,Chesapeake,,,,"36.6357, -76.151603"
VA60,balloonport,Flying Horse Farm Balloonport,450.0,,US,US-VA,Unison,VA60,,VA60,"39.051498, -77.777496"
VA61,small_airport,Lovettsville Airfield,529.0,,US,US-VA,Lovettsville,VA61,,VA61,"39.26532, -77.653598"
VA62,small_airport,The Grass Patch Airport,530.0,,US,US-VA,Lovettsville,VA62,,VA62,"39.257856, -77.65407"
VA63,closed,Twin River Airport,720.0,,US,US-VA,Glasgow,,,,"37.679434, -79.4202"
VA64,closed,Hill Top Airport,254.0,,US,US-VA,Amelia Court House,,,,"37.41563, -77.954206"
VA65,closed,Ivy Hill Airport,920.0,,US,US-VA,Lynchburg,,,,"37.3946, -79.324799"
VA66,small_airport,Breeden Airport,210.0,,US,US-VA,Catlett,VA66,,VA66,"38.607601165771484, -77.56939697265625"
VA67,closed,Homeland Airport,404.0,,US,US-VA,Culpeper,,,,"38.570099, -77.934998"
VA68,small_airport,Lakeview Aerodrome,1020.0,,US,US-VA,Moneta,VA68,,VA68,"37.116908, -79.603844"
VA69,closed,Armada/Hoffler Business Center Heliport,20.0,,US,US-VA,Chesapeake,,,,"36.788799, -76.226303"
VA70,heliport,Riverside Walter Reed Hospital Heliport,75.0,,US,US-VA,Gloucester,VA70,,VA70,"37.42179870605469, -76.54299926757812"
VA71,closed,Aden Field,210.0,,US,US-VA,Manassas,,,,"38.648499, -77.532799"
VA72,small_airport,Covington Airport,940.0,,US,US-VA,Martinsville,VA72,,VA72,"36.600101470947266, -80.0386962890625"
VA73,small_airport,Mazza Airport,190.0,,US,US-VA,Matoaca,VA73,,VA73,"37.244789, -77.4939"
VA75,closed,Smith Field,2020.0,,US,US-VA,Mc Dowell,,,,"38.30415, -79.507686"
VA76,closed,Baskerville Airport,250.0,,US,US-VA,Mc Kenney,,,,"36.987598, -77.771698"
VA77,closed,Hanover Air Park,196.0,,US,US-VA,Hanover,,,,"37.694, -77.3769"
VA78,heliport,White Oak Farm Heliport,91.0,,US,US-VA,Surry,VA78,,VA78,"37.071552276599995, -76.8744659424"
VA79,small_airport,Hickory Tree Farms Airport,544.0,,US,US-VA,The Plains,VA79,,VA79,"38.9529, -77.746902"
VA80,closed,Woodle Airport,315.0,,US,US-VA,Midlothian,,,,"37.478802, -77.701897"
VA81,small_airport,Cub Field,396.0,,US,US-VA,Mineral,VA81,,VA81,"37.94540023803711, -77.89939880371094"
VA82,heliport,Inova Mount Vernon Hospital Heliport,35.0,,US,US-VA,Alexandria,VA82,,VA82,"38.740275, -77.07625"
VA83,small_airport,Fincastle Airport,1140.0,,US,US-VA,Fincastle,VA83,,VA83,"37.52239990234375, -79.85199737548828"
VA84,heliport,Point Farm Heliport,5.0,,US,US-VA,Cape Charles,VA84,,VA84,"37.309898376464844, -76.01580047607422"
VA85,small_airport,New Castle International Airport,1320.0,,US,US-VA,New Castle,VA85,,VA85,"37.48350143432617, -80.09980010986328"
VA86,closed,Buddy Davis Field,1042.0,,US,US-VA,New Market,,,,"38.689301, -78.706398"
VA87,small_airport,Valley View Airport,240.0,,US,US-VA,Nokesville,VA87,,VA87,"38.69179916381836, -77.55110168457031"
VA88,heliport,Sentara Norfolk General Hospital Heliport,10.0,,US,US-VA,Norfolk,VA88,,VA88,"36.86130142211914, -76.30359649658203"
VA89,small_airport,Chance Airport,6.0,,US,US-VA,Davis Wharf,VA89,,VA89,"37.56460189819336, -75.92630004882812"
VA90,closed,Hudgins Farm Ultralightport,43.0,,US,US-VA,Cobbs Creek,,,,"37.496799, -76.413597"
VA91,closed,Johnson Field,38.0,,US,US-VA,Onancock,,,,"37.704899, -75.726601"
VA92,small_airport,Peace and Plenty Farm Airport,8.0,,US,US-VA,Onancock,VA92,,VA92,"37.7238, -75.785998"
VA93,small_airport,Ayers Airport,1340.0,,US,US-VA,Columbia Furnace,VA93,,VA93,"38.90510177612305, -78.65470123291016"
VA94,small_airport,Plainview Airport,400.0,,US,US-VA,Powhatan,VA94,,VA94,"37.535701751708984, -77.89140319824219"
VA95,closed,Spring Valley Airport,275.0,,US,US-VA,Powhatan,,,,"37.597099, -77.8003"
VA96,small_airport,Faber Airport,640.0,,US,US-VA,Lovingston,VA96,,VA96,"37.825401306152344, -78.73169708251953"
VA97,closed,Harris Airport,566.0,,US,US-VA,Rectortown,,,,"38.912601, -77.881699"
VA98,small_airport,Reedville Airport,12.0,,US,US-VA,Reedville,VA98,,VA98,"37.82820129394531, -76.27330017089844"
VA99,small_airport,Federhart-Ophelia Airport,13.0,,US,US-VA,Reedville,VA99,,VA99,"37.905998, -76.290497"
VBW,small_airport,Bridgewater Air Park,1165.0,,US,US-VA,Bridgewater,KVBW,,VBW,"38.366699, -78.960297"
VG00,closed,Mears Field,22.0,,US,US-VA,Cape Charles,,,,"37.370089, -75.944796"
VG01,small_airport,Eureka Airport,420.0,,US,US-VA,Keysville,VG01,,VG01,"37.060258, -78.563233"
VG02,heliport,Innsbrook Technical Center Heliport,150.0,,US,US-VA,Richmond,VG02,,VG02,"37.654598236083984, -77.58219909667969"
VG03,heliport,Chesapeake Energy Center Heliport,12.0,,US,US-VA,Chesapeake,VG03,,VG03,"36.77069854736328, -76.30159759521484"
VG04,heliport,Yorktown Power Station Heliport,14.0,,US,US-VA,Newport News,VG04,,VG04,"37.2140007019043, -76.45359802246094"
VG05,small_airport,Payne Airport,463.0,,US,US-VA,Tabscott,VG05,,VG05,"37.879600524902344, -78.05750274658203"
VG06,small_airport,Fulcher Family Farms Airport,980.0,,US,US-VA,Amherst,VG06,,VG06,"37.725101470947266, -79.08309936523438"
VG07,small_airport,Rular Airport,305.0,,US,US-VA,Remington,VG07,,VG07,"38.53889846801758, -77.82830047607422"
VG08,heliport,Montgomery Regional Hospital Heliport,2126.0,,US,US-VA,Blacksburg,VG08,,VG08,"37.186500549316406, -80.40899658203125"
VG09,small_airport,Starbase Airport,20.0,,US,US-VA,Cape Charles,VG09,,VG09,"37.23142, -75.984535"
VG10,closed,Cathro Airport,500.0,,US,US-VA,Charlottesville,,,,"37.927972, -78.551216"
VG11,heliport,Carrsville Volunteer Fire Department Heliport,25.0,,US,US-VA,Franklin,VG11,,VG11,"36.71072, -76.82299"
VG12,small_airport,Simpsonville Airport,400.0,,US,US-VA,Rhoadesville,VG12,,VG12,"38.317796, -77.867402"
VG13,heliport,White Stone Heliport,50.0,,US,US-VA,White Stone,VG13,,VG13,"37.64870071411133, -76.38760375976562"
VG14,heliport,Philip M Grabill Jr Memorial Heliport,820.0,,US,US-VA,Woodstock,VG14,,VG14,"38.87139892578125, -78.51329803466797"
VG15,heliport,White Stone Family Practice Heliport,50.0,,US,US-VA,White Stone,VG15,,VG15,"37.64419937133789, -76.39520263671875"
VG16,small_airport,Landis Airport,1100.0,,US,US-VA,Patrick Springs,VG16,,VG16,"36.624012, -80.169342"
VG17,heliport,Defense Supply Center Richmond Heliport,115.0,,US,US-VA,Richmond,VG17,,VG17,"37.423749, -77.448411"
VG18,small_airport,Sky Bryce Airport,1263.0,,US,US-VA,Basye,VG18,,VG18,"38.81589889526367, -78.77030181884766"
VG19,small_airport,Sawyer Airport,13.0,,US,US-VA,New Church,VG19,,VG19,"37.990522, -75.592872"
VG20,small_airport,Onley Airport,45.0,,US,US-VA,Onley,VG20,,VG20,"37.67509841918945, -75.70989990234375"
VG21,seaplane_base,Irvington Marina Seaplane Base,,,US,US-VA,Irvington,VG21,,VG21,"37.65760040283203, -76.43720245361328"
VG22,small_airport,Rockfish Airport,760.0,,US,US-VA,Nellysford,VG22,,VG22,"37.878819, -78.893558"
VG23,closed,Smith Airport,365.0,,US,US-VA,Arcola,,,,"38.927898, -77.562798"
VG24,small_airport,Mayers Airport,215.0,,US,US-VA,Ashland,VG24,,VG24,"37.77666, -77.48727"
VG25,small_airport,Robinson Airport,850.0,,US,US-VA,Bedford,VG25,,VG25,"37.3484992981, -79.5719985962"
VG27,small_airport,Windy Ridge Airport,750.0,,US,US-VA,Bedford,VG27,,VG27,"37.2692985534668, -79.43589782714844"
VG28,small_airport,Mann Airport,35.0,,US,US-VA,Boykins,VG28,,VG28,"36.549, -77.191399"
VG29,small_airport,Branham Mill Airpark,100.0,,US,US-VA,Warsaw,VG29,,VG29,"37.969847, -76.70886"
VG30,small_airport,Scott Farm Strip,33.0,,US,US-VA,Cape Charles,VG30,,VG30,"37.22710037231445, -75.97689819335938"
VG31,small_airport,Sager Field,1280.0,,US,US-VA,Broadway,VG31,,VG31,"38.713401794433594, -78.86389923095703"
VG32,small_airport,Eastview Airport,500.0,,US,US-VA,Buckingham,VG32,,VG32,"37.61429977416992, -78.60359954833984"
VG33,small_airport,Bull Farm Airport,18.0,,US,US-VA,Cape Charles,VG33,,VG33,"37.154598236083984, -75.95690155029297"
VG34,small_airport,Merifield Airport,355.0,,US,US-VA,Clarksville,VG34,,VG34,"36.584599, -78.500801"
VG35,heliport,Walker Army Heliport,7.0,,US,US-VA,Fort Monroe,VG35,,VG35,"37.016700744628906, -76.30000305175781"
VG36,small_airport,Keysville Airport,627.0,,US,US-VA,Keysville,VG36,,VG36,"37.03820037841797, -78.46279907226562"
VG37,small_airport,Umphlett Airstrip,75.0,,US,US-VA,Whaleyville,VG37,,VG37,"36.589206, -76.638458"
VG38,small_airport,Easter Field,380.0,,US,US-VA,Amelia Court House,VG38,,VG38,"37.369598, -78.083099"
VG39,small_airport,Earth Airport,9.0,,US,US-VA,Cape Charles,VG39,,VG39,"37.221529, -76.008568"
VG40,small_airport,Woody Field Airport,1150.0,,US,US-VA,Rocky Mount,VG40,,VG40,"36.8835983276, -79.85230255130001"
VG41,heliport,Smyth County Community Hospital Heliport,2201.0,,US,US-VA,Marion,,,,"36.852917, -81.505063"
VG42,small_airport,Henshaw Airport,85.0,,US,US-VA,Hopewell,VG42,,VG42,"37.26469, -77.16544"
VG43,small_airport,Arrowpoint Airport,315.0,,US,US-VA,Madison,VG43,,VG43,"38.307079, -78.098953"
VG44,heliport,Dickerson Port Heliport,15.0,,US,US-VA,Gloucester,VG44,,VG44,"37.252498626708984, -76.47229766845703"
VG45,closed,Medical College of Virginia Heliport,343.0,,US,US-VA,Richmond,,,,"37.541698, -77.441704"
VG46,heliport,Carilion Franklin Memorial Hospital Heliport,1153.0,,US,US-VA,Rocky Mount,VG46,,VG46,"36.993298, -79.889996"
VG47,heliport,Carilion Patient Transportation Services Heliport,946.0,,US,US-VA,Roanoke,VG47,,VG47,"37.25210189819336, -79.94979858398438"
VG48,heliport,Clear Moore Corp. Kenneth Moore Heliport,47.0,,US,US-VA,Yorktown,VG48,,VG48,"37.17390060424805, -76.4749984741211"
VG49,heliport,Tappahannock Hospital Heliport,42.0,,US,US-VA,Tappahannock,VG49,,VG49,"37.901100158691406, -76.87689971923828"
VG50,heliport,Lonesome Pine Hospital Heliport,1596.0,,US,US-VA,Big Stone Gap,VG50,,VG50,"36.87710189819336, -82.75379943847656"
VG51,heliport,Sentara Obici Hospital Heliport,55.0,,US,US-VA,Elephant Fork,VG51,,VG51,"36.7733001709, -76.58219909670001"
VG52,small_airport,Woodridge Field,663.0,,US,US-VA,Lovingston,VG52,,VG52,"37.83919906616211, -78.82170104980469"
VG53,small_airport,Venning's Landing Airport,1100.0,,US,US-VA,Rocky Mount,VG53,,VG53,"37.04359817504883, -79.80139923095703"
VG54,small_airport,Bear River Field,1050.0,,US,US-VA,McGaheysville,VG54,,VG54,"38.319067, -78.763754"
VG55,small_airport,Woodstock Airport,965.0,,US,US-VA,Woodstock,VG55,,VG55,"38.881078, -78.55815"
VG56,small_airport,Midway Airport,50.0,,US,US-VA,Bloxom,VG56,,VG56,"37.80958, -75.615034"
VG57,small_airport,Maples Field,225.0,,US,US-VA,Catlett,VG57,,VG57,"38.605701, -77.584702"
VG58,small_airport,Abbott Airport,981.0,,US,US-VA,Rocky Mount,VG58,,VG58,"36.945202, -79.791942"
VG59,heliport,Cedar Point Landing Heliport,1865.0,,US,US-VA,Dublin,VG59,,VG59,"37.069444, -80.649444"
VG62,heliport,Carilion Roanoke Memorial Hospital Heliport,1112.0,,US,US-VA,Roanoke,VG62,,VG62,"37.251049, -79.942848"
VG63,heliport,Federal Reserve Heliport,181.0,,US,US-VA,Richmond,VG63,,VG63,"37.611722, -77.646333"
VG64,small_airport,Lee Field,20.0,,US,US-VA,West Point,VG64,,VG64,"37.561036, -76.851135"
VG94,heliport,Loves Helipad,431.0,,US,US-VA,Loves Helipad,VG94,,VG94,"36.745292, -78.101337"
VKX,small_airport,Potomac Airfield,118.0,,US,US-MD,Friendly,KVKX,,VKX,"38.74760056, -76.9571991"
VT01,small_airport,Teal Farm Airport,1440.0,,US,US-VT,Huntington,VT01,,VT01,"44.282386, -72.937557"
VT02,closed,Red Fox Airport,1434.0,,US,US-VT,Bondville,,,,"43.147301, -72.885101"
VT03,small_airport,Maule's Roost Airport,1100.0,,US,US-VT,Lincoln,VT03,,VT03,"44.08869934082031, -72.98090362548828"
VT04,heliport,Southwestern Vermont Heliport,800.0,,US,US-VT,Bennington,VT04,,VT04,"42.8745002746582, -73.20760345458984"
VT06,small_airport,Santa's Airport,673.0,,US,US-VT,Putney,VT06,,VT06,"43.004398345947266, -72.47370147705078"
VT07,closed,Berlin Armory Heliport,950.0,,US,US-VT,Berlin,,,,"44.220901, -72.565697"
VT08,heliport,Bradford Armory Heliport,465.0,,US,US-VT,Bradford,VT08,,VT08,"44.00149917602539, -72.12310028076172"
VT09,small_airport,Spencer Airport,310.0,,US,US-VT,Addison,VT09,,VT09,"44.11360168457031, -73.29029846191406"
VT10,small_airport,Manning Personal Airstrip,255.0,,US,US-VT,Bridport,VT10,,VT10,"43.98139953613281, -73.38569641113281"
VT11,small_airport,Ass-Pirin Acres Airport,130.0,,US,US-VT,Addison,VT11,,VT11,"44.06869888305664, -73.37339782714844"
VT12,small_airport,E.A.Deeds Farm Airport,127.0,,US,US-VT,Charlotte,VT12,,VT12,"44.29119873046875, -73.283203125"
VT13,small_airport,Holloway Airport,1520.0,,US,US-VT,Chester,VT13,,VT13,"43.30009841918945, -72.71759796142578"
VT14,small_airport,Axinn Airport,450.0,,US,US-VT,Weybridge,VT14,,VT14,"44.045101165771484, -73.1895980834961"
VT15,small_airport,Savage Island Airport,125.0,,US,US-VT,Grand Isle,VT15,,VT15,"44.70389938354492, -73.24600219726562"
VT16,heliport,Velco Heliport,715.0,,US,US-VT,Rutland,VT16,,VT16,"43.6598014831543, -72.9928970336914"
VT17,small_airport,Smith Airport,1502.0,,US,US-VT,Ludlow,VT17,,VT17,"43.36899948120117, -72.67430114746094"
VT18,heliport,Morrisville Armory Heliport,800.0,,US,US-VT,Morrisville,VT18,,VT18,"44.55419921875, -72.52729797363281"
VT19,heliport,Newport Armory Heliport,700.0,,US,US-VT,Newport,VT19,,VT19,"44.949501037597656, -72.19950103759766"
VT20,small_airport,Mach Personal Strip,854.0,,US,US-VT,Pawlet,VT20,,VT20,"43.36669921875, -73.14820098876953"
VT21,closed,State Garage Site Heliport,380.0,,US,US-VT,St. Albans,,,,"44.826401, -73.088203"
VT22,small_airport,Shelburne Farms Airport,130.0,,US,US-VT,Shelburne,VT22,,VT22,"44.40140151977539, -73.26709747314453"
VT23,small_airport,Bostwick Farm Airport,220.0,,US,US-VT,Shelburne,VT23,,VT23,"44.369147, -73.250656"
VT24,closed,Torrey Airport,280.0,,US,US-VT,Shoreham,,,,"43.931999, -73.370102"
VT25,small_airport,Sky Acres Airport,330.0,,US,US-VT,South Burlington,VT25,,VT25,"44.41669845581055, -73.16619873046875"
VT26,small_airport,Allenholm Airport,140.0,,US,US-VT,South Hero,VT26,,VT26,"44.624612, -73.306495"
VT27,heliport,Villeneuve Heliport,650.0,,US,US-VT,Underhill,VT27,,VT27,"44.515899658203125, -72.95120239257812"
VT28,heliport,Vergennes Armory Heliport,200.0,,US,US-VT,Vergennes,VT28,,VT28,"44.1708984375, -73.2468032836914"
VT29,closed,Mad River Fly-In Airport,710.0,,US,US-VT,Waitsfield,,,,"44.226447, -72.795403"
VT30,small_airport,Ketcham Landing Area Airport,780.0,,US,US-VT,Waitsfield,VT30,,VT30,"44.16255, -72.834313"
VT31,small_airport,Carriers Skypark Airport,1600.0,,US,US-VT,Washington,VT31,,VT31,"44.11119842529297, -72.44400024414062"
VT32,heliport,Bobby Heliport,420.0,,US,US-VT,Brookline,VT32,,VT32,"42.98899841308594, -72.62809753417969"
VT33,closed,Yankee Kingdom Airport,200.0,,US,US-VT,West Addison,,,,"44.105598, -73.377899"
VT34,small_airport,Major W. Guth STOLport,819.0,,US,US-VT,Westminster,VT34,,VT34,"43.06010055541992, -72.49199676513672"
VT35,heliport,Williston Armory Heliport,495.0,,US,US-VT,Williston,VT35,,VT35,"44.438899993896484, -73.07730102539062"
VT36,heliport,MCHV Heliport,345.0,,US,US-VT,Burlington,VT36,,VT36,"44.4734, -73.18875"
VT37,heliport,Windsor Armory Heliport,400.0,,US,US-VT,Windsor,VT37,,VT37,"43.47090148925781, -72.40370178222656"
VT38,small_airport,Greenwoods Airfield,179.0,,US,US-VT,Alburg,VT38,,VT38,"45.008584, -73.240966"
VT39,small_airport,Taylor Airport,1140.0,,US,US-VT,Wolcott,VT39,,VT39,"44.607601165771484, -72.48040008544922"
VT40,heliport,Wenlock Crossing Heliport,1157.0,,US,US-VT,Ferdinand,VT40,,VT40,"44.777000427246094, -71.75150299072266"
VT41,closed,Moore's Field,310.0,,US,US-VT,Putney,,,,"42.924198, -72.5298"
VT42,small_airport,Two Tails Airport,754.0,,US,US-VT,Morrisville,VT42,,VT42,"44.51259994506836, -72.60710144042969"
VT43,small_airport,Onyon Airport,427.0,,US,US-VT,Townshend,VT43,,VT43,"43.01919937133789, -72.65290069580078"
VT44,small_airport,Perras Field,820.0,,US,US-VT,Morrisville,VT44,,VT44,"44.52669906616211, -72.58149719238281"
VT45,small_airport,Davis Private Airport,640.0,,US,US-VT,Jericho,VT45,,VT45,"44.51729965209961, -72.97930145263672"
VT46,small_airport,Northern Lights Airport,130.0,,US,US-VT,Alburg,VT46,,VT46,"44.872002, -73.286499"
VT47,small_airport,Miller Farm Airfield,285.0,,US,US-VT,Vernon,VT47,,VT47,"42.778599, -72.527802"
VT48,closed,Fairholt Airport,350.0,,US,US-VT,Burlington,,,,"44.461399, -73.195999"
VT50,heliport,Enosburg Falls Armory Heliport,410.0,,US,US-VT,Enosburg Falls,VT50,,VT50,"44.91389846801758, -72.80509948730469"
VT51,heliport,Ibm Heliport,385.0,,US,US-VT,Essex Junction,VT51,,VT51,"44.4817008972168, -73.09649658203125"
VT52,small_airport,Shaw Meadow Airport,230.0,,US,US-VT,Milton,VT52,,VT52,"44.64339828491211, -73.1875991821289"
VT53,small_airport,Bailey Airport,140.0,,US,US-VT,Panton,VT53,,VT53,"44.117795, -73.377546"
VT54,closed,R G Newsome Heliport,660.0,,US,US-VT,Quechee,,,,"43.651501, -72.422302"
VT55,small_airport,Brandon Airport,710.0,,US,US-VT,Randolph,VT55,,VT55,"43.90119934082031, -72.58290100097656"
VT56,small_airport,West Burke Aerodrome,1285.0,,US,US-VT,West Burke,VT56,,VT56,"44.61309814453125, -71.98090362548828"
VT57,seaplane_base,Malletts Head Seaplane Base,95.0,,US,US-VT,Colchester,VT57,,VT57,"44.56060028076172, -73.24040222167969"
VT58,seaplane_base,Stave Island Seaplane Base,95.0,,US,US-VT,South Hero,VT58,,VT58,"44.59590148925781, -73.34760284423828"
VT59,small_airport,Ardell Flying Field,1919.0,,US,US-VT,Manchester,VT59,,VT59,"43.277801513671875, -72.91079711914062"
VT60,small_airport,Hulett Landing Strip,720.0,,US,US-VT,West Pawlett,VT60,,VT60,"43.330101013183594, -73.24259948730469"
VT61,heliport,Rutland Regional Medical Center Heliport,650.0,,US,US-VT,Rutland,VT61,,VT61,"43.59809875488281, -72.95500183105469"
VT62,small_airport,Catamount Airfield,1350.0,,US,US-VT,Cabot,VT62,,VT62,"44.39039993286133, -72.35060119628906"
VT63,small_airport,Douglas Field,650.0,,US,US-VT,North Troy,VT63,,VT63,"44.99530029296875, -72.37899780273438"
VT64,small_airport,Mountain View Farm Airport,1200.0,,US,US-VT,Morristown,VT64,,VT64,"44.51530075073242, -72.64119720458984"
VT67,heliport,Central Vermont Medical Center Heliport,960.0,,US,US-VT,Barre,VT65,,VT65,"44.219369, -72.560408"
VT70,heliport,North Country Hospital Heliport,720.0,,US,US-VT,Newport,VT70,,VT70,"44.95640182495117, -72.19950103759766"
VT73,small_airport,Melrose Springs Airfield,300.0,,US,US-VT,Bridport,VT73,,VT73,"43.944861, -73.316833"
VT8,small_airport,Shelburne Airport,325.0,,US,US-VT,Shelburne,KVT8,,VT8,"44.359451, -73.226194"
VT80,heliport,Monument Farms Dairy Bittersweet Falls Road Heliport,394.0,,US,US-VT,Weybridge,VT80,,VT80,"44.036531, -73.213869"
VT88,heliport,VTPAD Heliport,1908.0,,US,US-VT,South Lincoln,VT88,,VT88,"44.058938, -73.019483"
VT96,heliport,Mansfield Heliflight Inc Heliport,175.0,,US,US-VT,Milton,VT96,,VT96,"44.600117, -73.16505"
W00,small_airport,Freeway Airport,168.0,,US,US-MD,Bowie,,,W00,"38.941397, -76.772401"
W04,small_airport,Ocean Shores Municipal Airport,13.0,,US,US-WA,Ocean Shores,,,W04,"46.999324, -124.142418"
